c_id,total_energy_generation (kWh),total_tripping_curtailment (kWh),count curtailment (days),total days (days),percentage_of_generation_lost,proportion of days with curtailment,proportion_of_sites
1931150128,1241.0543499367566,0.007625625,2,46,0.0006144473044543,4.3478260869565215,51.204819277108435
1009075968,1341.4450368776206,0.0082146586445403,1,46,0.0006123738519813,2.1739130434782608,51.40562248995983
1475845036,1468.221490785166,0.0087942063492063,3,46,0.0005989700058472,6.521739130434782,51.606425702811244
502299900,773.8403270090748,0.0046048143161778,3,46,0.0005950600085647,6.521739130434782,51.80722891566265
723647467,1255.2894415781734,0.0062003439418234,2,46,0.0004939373929592,4.3478260869565215,52.00803212851406
440658205,726.0899953560772,0.0035536111111111,2,46,0.0004894174460244,4.3478260869565215,52.208835341365464
1962594633,1083.155377723475,0.0052415857304979,1,46,0.0004839181744649,2.1739130434782608,52.40963855421686
1109689296,1059.7884124276422,0.0050232849466578,3,46,0.0004739894197513,6.521739130434782,52.610441767068274
39417171,977.5560913850736,0.0045743479938271,3,46,0.0004679371377396,6.521739130434782,52.81124497991968
948674318,1195.7391420456931,0.0054474305555555,2,46,0.00045557014603,4.3478260869565215,53.01204819277109
432468715,371.3037677989474,0.0014572222222222,2,46,0.0003924609305368,4.3478260869565215,53.21285140562249
1173628499,982.6798902409582,0.0036280555555555,1,46,0.0003692001425475,2.1739130434782608,53.41365461847389
1738680151,586.0534377358618,0.0021465,4,46,0.000366263528509,8.695652173913043,53.6144578313253
849191343,1327.2681284419928,0.0047133160133144,2,46,0.0003551140807432,4.3478260869565215,53.81526104417671
